symbol_or_expression,occurrences,source_notes
ThrusterBindingSolver.luau,2,29_NATIVE_THRUSTER_OPERATOR_RECOVERY.md; 30_NATIVE_THRUSTER_BINDING_RECOVERY.md
TORQUE_DOWNSHIFT = 4,1,33_NATIVE_PHYSICS_CONFIG_RECONCILIATION.md
tr,1,DEFINITIVE_VALUES/FULL_JAR_ANALYSIS.md
tr.java,4,DEFINITIVE_VALUES/235_NATIVE_DEFAULTS_ATTESTATION.md; DEFINITIVE_VALUES/full_jar_semantic_census.md
tua.<clinit>,1,35_JAR_BYTECODE_PHYSICS_VERIFICATION.md
tua.a,6,19_RAW_PHYSICS_OPERATOR_RECOVERY.md; 21_NATIVE_DEBRIS_LAUNCH_MAPPING.md; 35_JAR_BYTECODE_PHYSICS_VERIFICATION.md
tua.a = 4,4,21_NATIVE_DEBRIS_LAUNCH_MAPPING.md; 35_JAR_BYTECODE_PHYSICS_VERIFICATION.md
tua.java,4,21_NATIVE_DEBRIS_LAUNCH_MAPPING.md
u,1,35_JAR_BYTECODE_PHYSICS_VERIFICATION.md
u += x_i * (y_prev - y_next),1,35_JAR_BYTECODE_PHYSICS_VERIFICATION.md
u /= 2,1,35_JAR_BYTECODE_PHYSICS_VERIFICATION.md
u = 0,1,35_JAR_BYTECODE_PHYSICS_VERIFICATION.md
uca,1,00_RAW_FORENSIC_REFERENCE.md
UNKNOWN,2,00_FORENSIC_ENGINEER_BLUEPRINT.md; 04_DIRECTIVES_AND_CHANGELOG.md
unpacked-classfiles.tar.gz,1,ORIGINAL_JAR/PREPROCESSING_01_06/STEP_01_06_MANIFEST.md
v,2,35_JAR_BYTECODE_PHYSICS_VERIFICATION.md; DEFINITIVE_VALUES/NATIVE_COMPONENT_HP_OPERATOR.md
v[],1,DEFINITIVE_VALUES/NATIVE_COMPONENT_HP_OPERATOR.md
VA(),1,29_NATIVE_THRUSTER_OPERATOR_RECOVERY.md
validated input → component state → binding classification → native force operator → RigidBody2D → integration → replication,1,30_NATIVE_THRUSTER_BINDING_RECOVERY.md
VectorForce,1,10_ROBLOX_LUAU_REFERENCE.md
VELOCITY_SUSTAIN = 508,1,33_NATIVE_PHYSICS_CONFIG_RECONCILIATION.md
VELOCITY_SUSTAIN_MAX = 512,1,33_NATIVE_PHYSICS_CONFIG_RECONCILIATION.md
VOID_HUNTERS_EXTRACTION_DIRECTIVES.md,2,34_NATIVE_WEAPON_PARAMETER_CONTRACT.md
VOID_HUNTERS_FORENSIC_ENGINEER_BLUEPRINT(2).md,1,00_FORENSIC_ENGINEER_BLUEPRINT.md
VOID_HUNTERS_FORENSIC_ENGINEER_BLUEPRINT.md,4,30_BLOCKED_SHIELD_FORENSICS.md; 31_COMPONENT_56_SLOT_RECONCILIATION.md
VOIDA/00_RAW_FORENSIC_REFERENCE.md,1,31_COMPONENT_56_SLOT_RECONCILIATION.md
VOIDA/05_FORENSIC_PORT_BLUEPRINT.md,1,00_FORENSIC_ENGINEER_BLUEPRINT.md
VOIDA/10_ROBLOX_LUAU_REFERENCE.md,1,00_FORENSIC_ENGINEER_BLUEPRINT.md
VOIDA/DEFINITIVE_VALUES/,1,00_SOURCE_INDEX.md
VOIDA/DEFINITIVE_VALUES/component_56_slots.csv,1,DEFINITIVE_VALUES/JAR_CENSUS.md
VOIDA/DEFINITIVE_VALUES/FULL_JAR_ANALYSIS.md,1,33_NATIVE_PHYSICS_CONFIG_RECONCILIATION.md
VOIDA/DEFINITIVE_VALUES/native_configuration_values.csv,3,33_NATIVE_PHYSICS_CONFIG_RECONCILIATION.md; DEFINITIVE_VALUES/235_NATIVE_DEFAULTS_ATTESTATION.md; DEFINITIVE_VALUES/JAR_CENSUS.md
VOIDA/FORENSIC_MASTER.md,2,00_FORENSIC_ENGINEER_BLUEPRINT.md; 00_SOURCE_INDEX.md
VOIDA/MISSION_SYMBOL_INDEX.md,2,22_MISSION_FRAMEWORK_MIGRATION.md
VOIDA/ORIGINAL_JAR/,1,00_SOURCE_INDEX.md
VOIDA/ORIGINAL_JAR/PREPROCESSING_01_06/,1,00_SOURCE_INDEX.md
VOIDA/ORIGINAL_JAR/PREPROCESSING_01_06/INDEX/,1,01_GAME_STRUCTURE_INVENTORY.md
VoidHunterArenaSpawner.luau,2,01_GAME_STRUCTURE_INVENTORY.md
VoidHunterComponents,1,31_COMPONENT_56_SLOT_RECONCILIATION.md
VoidHunterComponents.luau,4,26_COMPONENT_DEFINITION_VALIDATION.md; 31_COMPONENT_56_SLOT_RECONCILIATION.md
VoidHunterController.luau,2,01_GAME_STRUCTURE_INVENTORY.md
VoidHunterHUD.luau,2,01_GAME_STRUCTURE_INVENTORY.md
VoidHunterMatchManager,2,04_DIRECTIVES_AND_CHANGELOG.md; 22_MISSION_FRAMEWORK_MIGRATION.md
VoidHunterMatchManager.luau,2,01_GAME_STRUCTURE_INVENTORY.md
VoidHunterPvPSystems.luau,2,01_GAME_STRUCTURE_INVENTORY.md
VoidHunters,2,00_DEFINITIVE_ORIGINAL_JAR.md; 00_RAW_FORENSIC_REFERENCE.md
voidhunters,5,00_DEFINITIVE_ORIGINAL_JAR.md; DEFINITIVE_VALUES/235_NATIVE_DEFAULTS_ATTESTATION.md; DEFINITIVE_VALUES/FULL_JAR_ANALYSIS.md; DEFINITIVE_VALUES/NATIVE_COMPONENT_HP_OPERATOR.md; DEFINITIVE_VALUES/NATIVE_CONFIGURATION_RESOLUTION.md
voidhunters-original.jar,2,ORIGINAL_JAR/PREPROCESSING_01_06/README.md; ORIGINAL_JAR/PREPROCESSING_01_06/STEP_01_06_MANIFEST.md
voidhunters.jar,24,00_DEFINITIVE_ORIGINAL_JAR.md; 29_NATIVE_THRUSTER_OPERATOR_RECOVERY.md; 33_NATIVE_PHYSICS_CONFIG_RECONCILIATION.md; 35_JAR_BYTECODE_PHYSICS_VERIFICATION.md; DEFINITIVE_VALUES/235_NATIVE_DEFAULTS_ATTESTATION.md; DEFINITIVE_VALUES/FULL_JAR_ANALYSIS.md; DEFINITIVE_VALUES/JAR_CENSUS.md; DEFINITIVE_VALUES/JAR_SEMANTIC_DOMAIN_MAP.md; DEFINITIVE_VALUES/RAW_CENSUS_PROVENANCE.md; DEFINITIVE_VALUES/README.md; DEFINITIVE_VALUES/full_jar_semantic_census.md
voidhunters_decompiled,1,00_RAW_FORENSIC_REFERENCE.md
voidhunters_decompiled/aqa.java,1,30_NATIVE_THRUSTER_BINDING_RECOVERY.md
voidhunters_decompiled/eu.java,1,30_NATIVE_THRUSTER_BINDING_RECOVERY.md
voidhunters_decompiled/fc.java,1,30_NATIVE_THRUSTER_BINDING_RECOVERY.md
voidhunters_decompiled/kra.java,1,30_NATIVE_THRUSTER_BINDING_RECOVERY.md
voidhunters_decompiled/ml.java,1,30_NATIVE_THRUSTER_BINDING_RECOVERY.md
voidhunters_decompiled/rrb.java,1,30_NATIVE_THRUSTER_BINDING_RECOVERY.md
voidhunters_decompiled_raw.zip,7,00_RAW_FORENSIC_REFERENCE.md; 19_RAW_PHYSICS_OPERATOR_RECOVERY.md; 21_NATIVE_DEBRIS_LAUNCH_MAPPING.md; 29_NATIVE_THRUSTER_OPERATOR_RECOVERY.md
VoidHunterWeaponController.luau,2,01_GAME_STRUCTURE_INVENTORY.md
wait,1,10_ROBLOX_LUAU_REFERENCE.md
WaitForChild,2,10_ROBLOX_LUAU_REFERENCE.md
WeldConstraint,1,10_ROBLOX_LUAU_REFERENCE.md
wf.<clinit>,1,35_JAR_BYTECODE_PHYSICS_VERIFICATION.md
wf.e,5,19_RAW_PHYSICS_OPERATOR_RECOVERY.md; 35_JAR_BYTECODE_PHYSICS_VERIFICATION.md
wf.e = 12,2,35_JAR_BYTECODE_PHYSICS_VERIFICATION.md
wfb,11,31_COMPONENT_56_SLOT_RECONCILIATION.md; 35_JAR_BYTECODE_PHYSICS_VERIFICATION.md; DEFINITIVE_VALUES/FULL_JAR_ANALYSIS.md; DEFINITIVE_VALUES/JAR_SEMANTIC_DOMAIN_MAP.md; DEFINITIVE_VALUES/NATIVE_COMPONENT_HP_OPERATOR.md
wfb -> lw -> eo,1,31_COMPONENT_56_SLOT_RECONCILIATION.md
"wfb.<init>(int[],int,int)",1,35_JAR_BYTECODE_PHYSICS_VERIFICATION.md
wfb.a,5,01_GAME_STRUCTURE_INVENTORY.md; 35_JAR_BYTECODE_PHYSICS_VERIFICATION.md; DEFINITIVE_VALUES/NATIVE_COMPONENT_HP_OPERATOR.md
wfb.a(),1,01_GAME_STRUCTURE_INVENTORY.md
wfb.a(boolean),4,35_JAR_BYTECODE_PHYSICS_VERIFICATION.md; DEFINITIVE_VALUES/NATIVE_COMPONENT_HP_OPERATOR.md
wfb.B,1,19_RAW_PHYSICS_OPERATOR_RECOVERY.md
wfb.B(...),1,19_RAW_PHYSICS_OPERATOR_RECOVERY.md
wfb.java,12,00_RAW_FORENSIC_REFERENCE.md; 19_RAW_PHYSICS_OPERATOR_RECOVERY.md; 29_NATIVE_THRUSTER_OPERATOR_RECOVERY.md; DEFINITIVE_VALUES/NATIVE_CONFIGURATION_RESOLUTION.md; DEFINITIVE_VALUES/full_jar_semantic_census.md
wfb.u,10,35_JAR_BYTECODE_PHYSICS_VERIFICATION.md
wlb,4,DEFINITIVE_VALUES/FULL_JAR_ANALYSIS.md; DEFINITIVE_VALUES/JAR_SEMANTIC_DOMAIN_MAP.md
wlb.f,3,00_DEFINITIVE_ORIGINAL_JAR.md; DEFINITIVE_VALUES/NATIVE_COMPONENT_HP_OPERATOR.md; DEFINITIVE_VALUES/README.md
wlb.f(byte),3,00_DEFINITIVE_ORIGINAL_JAR.md; DEFINITIVE_VALUES/NATIVE_COMPONENT_HP_OPERATOR.md; DEFINITIVE_VALUES/README.md
wlb.java,16,00_RAW_FORENSIC_REFERENCE.md; 01_GAME_STRUCTURE_INVENTORY.md; 29_NATIVE_THRUSTER_OPERATOR_RECOVERY.md; 31_COMPONENT_56_SLOT_RECONCILIATION.md; DEFINITIVE_VALUES/NATIVE_CONFIGURATION_RESOLUTION.md; DEFINITIVE_VALUES/full_jar_semantic_census.md
wlb/wfb,1,DEFINITIVE_VALUES/full_jar_semantic_census.md
workspace:GetDescendants(),1,10_ROBLOX_LUAU_REFERENCE.md
Workspace:GetPartBoundsInRadius,1,10_ROBLOX_LUAU_REFERENCE.md
x = true,1,19_RAW_PHYSICS_OPERATOR_RECOVERY.md
z,2,19_RAW_PHYSICS_OPERATOR_RECOVERY.md; DEFINITIVE_VALUES/FULL_JAR_ANALYSIS.md
z=1024,2,DEFINITIVE_VALUES/FULL_JAR_ANALYSIS.md
"{ actionType: string, targetId: string?, timestamp: number }",1,03_NETWORK_RPC_MANIFEST.md
"{ attacker: string, victim: string, damage: number, isCrit: boolean }",1,03_NETWORK_RPC_MANIFEST.md
"{ coins: number, level: number, inventory: table, stats: table }",1,03_NETWORK_RPC_MANIFEST.md
"{ itemId: string, quantity: number }",1,03_NETWORK_RPC_MANIFEST.md
"{ message: string, alertType: ""info"" \| ""warning"" \| ""reward"", duration: number }",1,03_NETWORK_RPC_MANIFEST.md
"{ state: string, timer: number, sectorId: string }",1,03_NETWORK_RPC_MANIFEST.md
"{ success: boolean, newBalance: number, error: string? }",1,03_NETWORK_RPC_MANIFEST.md
"{10,-3,10,3,-10,1,-10,-1}",1,DEFINITIVE_VALUES/FULL_JAR_ANALYSIS.md
"{10,-5,10,5,-10,3,-10,-3}",1,DEFINITIVE_VALUES/FULL_JAR_ANALYSIS.md
"{2,-1,2,1,-2,0}",1,DEFINITIVE_VALUES/FULL_JAR_ANALYSIS.md
"{2,0,-2,1,-2,-1}",1,DEFINITIVE_VALUES/FULL_JAR_ANALYSIS.md
"{3,-1,3,1,-3,1,-3,-1}",1,DEFINITIVE_VALUES/FULL_JAR_ANALYSIS.md
"{3,-3,3,3,-3,1,-3,-1}",1,DEFINITIVE_VALUES/FULL_JAR_ANALYSIS.md
"{3,-3,3,3,-3,5,-3,-5}",1,DEFINITIVE_VALUES/FULL_JAR_ANALYSIS.md
"{3,0,-4,3,-4,-3}",1,DEFINITIVE_VALUES/FULL_JAR_ANALYSIS.md
"{5,-1,5,1,-5,3,-5,-3}",1,DEFINITIVE_VALUES/FULL_JAR_ANALYSIS.md
"{6,-4,6,4,-6,3,-6,-3}",1,DEFINITIVE_VALUES/FULL_JAR_ANALYSIS.md
